ROW,GISJOIN,FIPS,ADI_NATRANK,ADI_STATERNK
126311,G29018902131022,291892131022,PH,PH
126312,G29018902131031,291892131031,52,3
126313,G29018902131032,291892131032,72,6
126314,G29018902131033,291892131033,71,5
126315,G29018902131041,291892131041,88,8
126316,G29018902131042,291892131042,97,10
126317,G29018902132021,291892132021,53,3
126318,G29018902132022,291892132022,61,4
126319,G29018902132023,291892132023,63,4
126320,G29018902132024,291892132024,56,3
126321,G29018902132025,291892132025,64,4
126322,G29018902132031,291892132031,40,2
126323,G29018902132032,291892132032,64,4
126324,G29018902132033,291892132033,47,2
126325,G29018902132041,291892132041,85,8
126326,G29018902132042,291892132042,79,7
126327,G29018902132043,291892132043,49,3
126328,G29018902133011,291892133011,93,9
126329,G29018902133012,291892133012,92,9
126330,G29018902133013,291892133013,93,9
126331,G29018902133021,291892133021,93,9
126332,G29018902133022,291892133022,93,9
126333,G29018902133023,291892133023,93,9
126334,G29018902134011,291892134011,91,9
126335,G29018902134012,291892134012,96,10
126336,G29018902134013,291892134013,88,8
126337,G29018902134014,291892134014,87,8
126338,G29018902134015,291892134015,94,10
126339,G29018902134021,291892134021,94,10
126340,G29018902134022,291892134022,94,10
126341,G29018902135001,291892135001,94,10
126342,G29018902135002,291892135002,92,9
126343,G29018902135003,291892135003,92,9
126344,G29018902135004,291892135004,92,9
126345,G29018902136001,291892136001,96,10
126346,G29018902136002,291892136002,96,10
126347,G29018902136003,291892136003,96,10
126348,G29018902136004,291892136004,96,10
126349,G29018902136005,291892136005,96,10
126350,G29018902137011,291892137011,GQ,GQ
126351,G29018902137012,291892137012,37,2
126352,G29018902137021,291892137021,62,4
126353,G29018902137022,291892137022,52,3
126354,G29018902137023,291892137023,94,10
126355,G29018902137024,291892137024,GQ,GQ
126356,G29018902138001,291892138001,96,10
126357,G29018902138002,291892138002,99,10
126358,G29018902138003,291892138003,99,10
126359,G29018902138004,291892138004,99,10
126360,G29018902138005,291892138005,100,10
126361,G29018902138006,291892138006,99,10
126362,G29018902139001,291892139001,62,4
126363,G29018902139002,291892139002,62,4
126364,G29018902141001,291892141001,99,10
126365,G29018902141002,291892141002,90,9
126366,G29018902142001,291892142001,97,10
126367,G29018902142002,291892142002,97,10
126368,G29018902142003,291892142003,99,10
126369,G29018902143001,291892143001,93,9
126370,G29018902143002,291892143002,90,9
126371,G29018902143003,291892143003,96,10
126372,G29018902144001,291892144001,93,9
126373,G29018902144002,291892144002,87,8
126374,G29018902144003,291892144003,87,8
126375,G29018902144004,291892144004,87,8
126376,G29018902144005,291892144005,86,8
126377,G29018902145001,291892145001,87,8
126378,G29018902145002,291892145002,76,6
126379,G29018902145003,291892145003,77,7
126380,G29018902146011,291892146011,83,8
126381,G29018902146012,291892146012,92,9
126382,G29018902146013,291892146013,88,8
126383,G29018902146014,291892146014,92,9
126384,G29018902146021,291892146021,89,9
126385,G29018902146022,291892146022,90,9
126386,G29018902146023,291892146023,90,9
126387,G29018902147001,291892147001,89,9
126388,G29018902147002,291892147002,87,8
126389,G29018902147003,291892147003,92,9
126390,G29018902147004,291892147004,91,9
126391,G29018902147005,291892147005,92,9
126392,G29018902147006,291892147006,86,8
126393,G29018902147007,291892147007,79,7
126394,G29018902148001,291892148001,84,8
126395,G29018902148002,291892148002,83,8
126396,G29018902148003,291892148003,83,8
126397,G29018902148004,291892148004,83,8
126398,G29018902148005,291892148005,82,7
126399,G29018902149011,291892149011,82,7
126400,G29018902149012,291892149012,82,7
126401,G29018902149021,291892149021,83,8
126402,G29018902149022,291892149022,78,7
126403,G29018902150011,291892150011,62,4
126404,G29018902150012,291892150012,57,4
126405,G29018902150031,291892150031,71,5
126406,G29018902150032,291892150032,37,2
126407,G29018902150033,291892150033,47,2
126408,G29018902150041,291892150041,45,2
126409,G29018902150042,291892150042,62,4
126410,G29018902150043,291892150043,27,1
126411,G29018902150051,291892150051,49,3
126412,G29018902150052,291892150052,49,3
126413,G29018902150053,291892150053,49,3
126414,G29018902150054,291892150054,49,3
126415,G29018902150055,291892150055,49,3
126416,G29018902151021,291892151021,52,3
126417,G29018902151022,291892151022,49,3
126418,G29018902151023,291892151023,51,3
126419,G29018902151031,291892151031,44,2
126420,G29018902151051,291892151051,35,1
126421,G29018902151052,291892151052,35,1
126422,G29018902151411,291892151411,50,3
126423,G29018902151412,291892151412,29,1
126424,G29018902151413,291892151413,46,2
126425,G29018902151431,291892151431,59,4
126426,G29018902151432,291892151432,68,5
126427,G29018902151441,291892151441,53,3
126428,G29018902151442,291892151442,47,2
126429,G29018902151443,291892151443,68,5
126430,G29018902151444,291892151444,59,4
126431,G29018902151451,291892151451,41,2
126432,G29018902151452,291892151452,55,3
126433,G29018902151453,291892151453,48,2
126434,G29018902151454,291892151454,40,2
126435,G29018902151461,291892151461,25,1
126436,G29018902151462,291892151462,26,1
126437,G29018902152011,291892152011,15,1
126438,G29018902152012,291892152012,13,1
126439,G29018902152013,291892152013,18,1
126440,G29018902152014,291892152014,12,1
126441,G29018902152311,291892152311,23,1
126442,G29018902152312,291892152312,28,1
126443,G29018902152331,291892152331,32,1
126444,G29018902152332,291892152332,21,1
126445,G29018902152333,291892152333,65,5
126446,G29018902152341,291892152341,GQ,GQ
126447,G29018902152351,291892152351,21,1
126448,G29018902152352,291892152352,18,1
126449,G29018902152353,291892152353,25,1
126450,G29018902152361,291892152361,22,1
126451,G29018902152362,291892152362,28,1
126452,G29018902153011,291892153011,14,1
126453,G29018902153012,291892153012,13,1
126454,G29018902153013,291892153013,20,1
126455,G29018902153021,291892153021,5,1
126456,G29018902153022,291892153022,6,1
126457,G29018902153023,291892153023,7,1
126458,G29018902153024,291892153024,7,1
126459,G29018902154001,291892154001,5,1
126460,G29018902154002,291892154002,3,1
126461,G29018902154003,291892154003,5,1
126462,G29018902154004,291892154004,5,1
126463,G29018902154005,291892154005,2,1
126464,G29018902155001,291892155001,15,1
126465,G29018902155002,291892155002,20,1
126466,G29018902155003,291892155003,19,1
126467,G29018902155004,291892155004,12,1
126468,G29018902156001,291892156001,46,2
126469,G29018902156002,291892156002,58,4
126470,G29018902156003,291892156003,77,7
126471,G29018902157001,291892157001,85,8
126472,G29018902157002,291892157002,83,8
126473,G29018902157003,291892157003,81,7
126474,G29018902157004,291892157004,85,8
126475,G29018902157005,291892157005,80,7
126476,G29018902157006,291892157006,79,7
126477,G29018902158011,291892158011,25,1
126478,G29018902158012,291892158012,27,1
126479,G29018902158013,291892158013,17,1
126480,G29018902158021,291892158021,23,1
126481,G29018902158022,291892158022,GQ,GQ
126482,G29018902158031,291892158031,35,1
126483,G29018902158032,291892158032,36,1
126484,G29018902158033,291892158033,36,1
126485,G29018902159011,291892159011,74,6
126486,G29018902159012,291892159012,62,4
126487,G29018902159013,291892159013,52,3
126488,G29018902159014,291892159014,51,3
126489,G29018902159021,291892159021,87,8
126490,G29018902159022,291892159022,91,9
126491,G29018902159023,291892159023,57,4
126492,G29018902160001,291892160001,93,9
126493,G29018902160002,291892160002,74,6
126494,G29018902161011,291892161011,44,2
126495,G29018902161012,291892161012,44,2
126496,G29018902161013,291892161013,44,2
126497,G29018902161021,291892161021,13,1
126498,G29018902161022,291892161022,10,1
126499,G29018902162011,291892162011,11,1
126500,G29018902162012,291892162012,34,1
126501,G29018902162013,291892162013,39,2
126502,G29018902162014,291892162014,17,1
126503,G29018902162021,291892162021,25,1
126504,G29018902162022,291892162022,16,1
126505,G29018902162023,291892162023,16,1
126506,G29018902162024,291892162024,22,1
126507,G29018902163001,291892163001,GQ,GQ
126508,G29018902163002,291892163002,9,1
126509,G29018902163003,291892163003,9,1
126510,G29018902164011,291892164011,8,1
126511,G29018902164012,291892164012,8,1
126512,G29018902164013,291892164013,21,1
126513,G29018902164021,291892164021,42,2
126514,G29018902164022,291892164022,13,1
126515,G29018902164023,291892164023,3,1
126516,G29018902165001,291892165001,5,1
126517,G29018902165002,291892165002,13,1
126518,G29018902165003,291892165003,GQ,GQ
126519,G29018902165004,291892165004,10,1
126520,G29018902166001,291892166001,13,1
126521,G29018902166002,291892166002,14,1
126522,G29018902166003,291892166003,12,1
126523,G29018902167001,291892167001,35,1
126524,G29018902167002,291892167002,45,2
126525,G29018902167003,291892167003,50,3
126526,G29018902167004,291892167004,52,3
126527,G29018902168001,291892168001,42,2
126528,G29018902168002,291892168002,42,2
126529,G29018902168003,291892168003,38,2
126530,G29018902169001,291892169001,59,4
126531,G29018902169002,291892169002,66,5
126532,G29018902170001,291892170001,64,4
126533,G29018902170002,291892170002,64,4
126534,G29018902170003,291892170003,50,3
126535,G29018902170004,291892170004,58,4
126536,G29018902172001,291892172001,64,4
126537,G29018902172002,291892172002,67,5
126538,G29018902173001,291892173001,49,3
126539,G29018902173002,291892173002,50,3
126540,G29018902173003,291892173003,50,3
126541,G29018902174001,291892174001,34,1
126542,G29018902174002,291892174002,66,5
126543,G29018902174003,291892174003,44,2
126544,G29018902174004,291892174004,26,1
126545,G29018902175001,291892175001,2,1
126546,G29018902175002,291892175002,3,1
126547,G29018902175003,291892175003,6,1
126548,G29018902175004,291892175004,11,1
126549,G29018902175005,291892175005,12,1
126550,G29018902176001,291892176001,7,1
126551,G29018902176002,291892176002,21,1
126552,G29018902176003,291892176003,5,1
126553,G29018902176004,291892176004,6,1
126554,G29018902177011,291892177011,7,1
126555,G29018902177012,291892177012,8,1
126556,G29018902177013,291892177013,5,1
126557,G29018902177021,291892177021,5,1
126558,G29018902177022,291892177022,17,1
126559,G29018902177023,291892177023,9,1
126560,G29018902177024,291892177024,37,2
126561,G29018902177025,291892177025,40,2
126562,G29018902178021,291892178021,29,1
126563,G29018902178022,291892178022,32,1
126564,G29018902178023,291892178023,31,1
126565,G29018902178024,291892178024,33,1
126566,G29018902178061,291892178061,45,2
126567,G29018902178062,291892178062,45,2
126568,G29018902178063,291892178063,45,2
126569,G29018902178071,291892178071,30,1
126570,G29018902178072,291892178072,29,1
126571,G29018902178073,291892178073,32,1
126572,G29018902178074,291892178074,42,2
126573,G29018902178411,291892178411,23,1
126574,G29018902178412,291892178412,32,1
126575,G29018902178413,291892178413,33,1
126576,G29018902178511,291892178511,20,1
126577,G29018902178512,291892178512,20,1
126578,G29018902178521,291892178521,21,1
126579,G29018902178522,291892178522,15,1
126580,G29018902178523,291892178523,23,1
126581,G29018902178531,291892178531,19,1
126582,G29018902178532,291892178532,13,1
126583,G29018902178533,291892178533,16,1
126584,G29018902178541,291892178541,20,1
126585,G29018902179211,291892179211,21,1
126586,G29018902179212,291892179212,13,1
126587,G29018902179213,291892179213,20,1
126588,G29018902179231,291892179231,57,4
126589,G29018902179232,291892179232,37,2
126590,G29018902179233,291892179233,24,1
126591,G29018902179234,291892179234,40,2
126592,G29018902179311,291892179311,52,3
126593,G29018902179312,291892179312,59,4
126594,G29018902179313,291892179313,43,2
126595,G29018902179314,291892179314,38,2
126596,G29018902179321,291892179321,45,2
126597,G29018902179322,291892179322,31,1
126598,G29018902179323,291892179323,41,2
126599,G29018902179411,291892179411,45,2
126600,G29018902179412,291892179412,43,2
126601,G29018902179413,291892179413,45,2
126602,G29018902179414,291892179414,41,2
126603,G29018902179421,291892179421,39,2
126604,G29018902179422,291892179422,48,3
126605,G29018902179423,291892179423,41,2
126606,G29018902179424,291892179424,63,4
126607,G29018902179431,291892179431,32,1
126608,G29018902179432,291892179432,45,2
126609,G29018902179441,291892179441,29,1
126610,G29018902179442,291892179442,36,1
126611,G29018902179443,291892179443,28,1
126612,G29018902180121,291892180121,21,1
126613,G29018902180122,291892180122,12,1
126614,G29018902180123,291892180123,13,1
126615,G29018902180131,291892180131,31,1
126616,G29018902180132,291892180132,42,2
126617,G29018902180133,291892180133,32,1
126618,G29018902180141,291892180141,23,1
126619,G29018902180151,291892180151,24,1
126620,G29018902180161,291892180161,35,1
126621,G29018902180162,291892180162,32,1
126622,G29018902181021,291892181021,66,5
126623,G29018902181022,291892181022,53,3
126624,G29018902181041,291892181041,74,6
126625,G29018902181051,291892181051,64,4
126626,G29018902181052,291892181052,54,3
126627,G29018902181053,291892181053,81,7
126628,G29018902182011,291892182011,25,1
126629,G29018902182012,291892182012,20,1
126630,G29018902182013,291892182013,38,2
126631,G29018902183001,291892183001,41,2
126632,G29018902183002,291892183002,52,3
126633,G29018902183003,291892183003,62,4
126634,G29018902183004,291892183004,47,2
126635,G29018902183005,291892183005,43,2
126636,G29018902184011,291892184011,15,1
126637,G29018902184012,291892184012,21,1
126638,G29018902184013,291892184013,35,1
126639,G29018902184021,291892184021,22,1
126640,G29018902184022,291892184022,23,1
126641,G29018902184023,291892184023,22,1
126642,G29018902185001,291892185001,29,1
126643,G29018902185002,291892185002,22,1
126644,G29018902185003,291892185003,15,1
126645,G29018902185004,291892185004,21,1
126646,G29018902185005,291892185005,22,1
126647,G29018902186001,291892186001,23,1
126648,G29018902186002,291892186002,73,6
126649,G29018902188001,291892188001,26,1
126650,G29018902188002,291892188002,16,1
126651,G29018902188003,291892188003,14,1
126652,G29018902188004,291892188004,20,1
126653,G29018902188005,291892188005,26,1
126654,G29018902188006,291892188006,17,1
126655,G29018902189011,291892189011,64,4
126656,G29018902189012,291892189012,62,4
126657,G29018902189013,291892189013,55,3
126658,G29018902189021,291892189021,45,2
126659,G29018902189022,291892189022,45,2
126660,G29018902191001,291892191001,39,2
126661,G29018902191002,291892191002,31,1
126662,G29018902191003,291892191003,41,2
126663,G29018902191004,291892191004,39,2
126664,G29018902192001,291892192001,14,1
126665,G29018902192002,291892192002,19,1
126666,G29018902193001,291892193001,59,4
126667,G29018902193002,291892193002,10,1
126668,G29018902193003,291892193003,14,1
126669,G29018902194001,291892194001,14,1
126670,G29018902194002,291892194002,12,1
126671,G29018902194003,291892194003,28,1
126672,G29018902194004,291892194004,29,1
126673,G29018902194005,291892194005,30,1
126674,G29018902195011,291892195011,GQ,GQ
126675,G29018902195012,291892195012,42,2
126676,G29018902195013,291892195013,33,1
126677,G29018902195014,291892195014,41,2
126678,G29018902195021,291892195021,38,2
126679,G29018902195022,291892195022,41,2
126680,G29018902196011,291892196011,55,3
126681,G29018902196012,291892196012,53,3
126682,G29018902196013,291892196013,59,4
126683,G29018902196021,291892196021,43,2
126684,G29018902196022,291892196022,42,2
126685,G29018902196023,291892196023,39,2
126686,G29018902197001,291892197001,68,5
126687,G29018902197002,291892197002,68,5
126688,G29018902197003,291892197003,68,5
126689,G29018902197004,291892197004,68,5
126690,G29018902197005,291892197005,68,5
126691,G29018902198011,291892198011,70,5
126692,G29018902198012,291892198012,65,5
126693,G29018902198013,291892198013,68,5
126694,G29018902198021,291892198021,64,4
126695,G29018902198022,291892198022,74,6
126696,G29018902199001,291892199001,76,6
126697,G29018902199002,291892199002,74,6
126698,G29018902199003,291892199003,72,6
126699,G29018902199004,291892199004,66,5
126700,G29018902199005,291892199005,62,4
126701,G29018902199006,291892199006,67,5
126702,G29018902200011,291892200011,75,6
126703,G29018902200012,291892200012,67,5
126704,G29018902200013,291892200013,68,5
126705,G29018902200021,291892200021,56,3
126706,G29018902200022,291892200022,72,6
126707,G29018902200023,291892200023,70,5
126708,G29018902201011,291892201011,84,8
126709,G29018902201012,291892201012,83,8
126710,G29018902201013,291892201013,81,7
126711,G29018902201021,291892201021,81,7
126712,G29018902201022,291892201022,81,7
126713,G29018902201023,291892201023,77,7
126714,G29018902202001,291892202001,83,8
126715,G29018902202002,291892202002,85,8
126716,G29018902202003,291892202003,85,8
126717,G29018902202004,291892202004,84,8
126718,G29018902202005,291892202005,84,8
126719,G29018902203001,291892203001,83,8
126720,G29018902204411,291892204411,55,3
126721,G29018902204412,291892204412,49,3
126722,G29018902204413,291892204413,59,4
126723,G29018902204421,291892204421,59,4
126724,G29018902204422,291892204422,54,3
126725,G29018902204431,291892204431,51,3
126726,G29018902204432,291892204432,60,4
126727,G29018902204451,291892204451,21,1
126728,G29018902204452,291892204452,33,1
126729,G29018902204453,291892204453,52,3
126730,G29018902204461,291892204461,44,2
126731,G29018902204462,291892204462,41,2
126732,G29018902204471,291892204471,53,3
126733,G29018902204472,291892204472,76,6
126734,G29018902204473,291892204473,47,2
126735,G29018902204481,291892204481,85,8
126736,G29018902204482,291892204482,38,2
126737,G29018902204483,291892204483,45,2
126738,G29018902204491,291892204491,45,2
126739,G29018902204492,291892204492,33,1
126740,G29018902204493,291892204493,36,1
126741,G29018902204501,291892204501,42,2
126742,G29018902204502,291892204502,42,2
126743,G29018902204511,291892204511,31,1
126744,G29018902204512,291892204512,47,2
126745,G29018902204521,291892204521,39,2
126746,G29018902204522,291892204522,33,1
126747,G29018902205011,291892205011,77,7
126748,G29018902205012,291892205012,78,7
126749,G29018902205013,291892205013,77,7
126750,G29018902205014,291892205014,78,7
126751,G29018902205031,291892205031,63,4
126752,G29018902205032,291892205032,75,6
126753,G29018902205041,291892205041,69,5
126754,G29018902205042,291892205042,65,5
126755,G29018902205043,291892205043,67,5
126756,G29018902206011,291892206011,59,4
126757,G29018902206012,291892206012,62,4
126758,G29018902206013,291892206013,44,2
126759,G29018902206021,291892206021,66,5
126760,G29018902206022,291892206022,66,5
126761,G29018902206023,291892206023,66,5
126762,G29018902206024,291892206024,66,5
126763,G29018902207011,291892207011,58,4
126764,G29018902207012,291892207012,57,4
126765,G29018902207021,291892207021,45,2
126766,G29018902207022,291892207022,52,3
126767,G29018902207023,291892207023,59,4
126768,G29018902207031,291892207031,49,3
126769,G29018902208011,291892208011,72,6
126770,G29018902208012,291892208012,50,3
126771,G29018902208013,291892208013,61,4
126772,G29018902208014,291892208014,29,1
126773,G29018902208021,291892208021,50,3
126774,G29018902208022,291892208022,36,1
126775,G29018902208023,291892208023,29,1
126776,G29018902208024,291892208024,48,3
126777,G29018902208031,291892208031,34,1
126778,G29018902208032,291892208032,29,1
126779,G29018902208033,291892208033,35,1
126780,G29018902210001,291892210001,62,4
126781,G29018902210002,291892210002,60,4
126782,G29018902210003,291892210003,54,3
126783,G29018902210004,291892210004,68,5
126784,G29018902211001,291892211001,24,1
126785,G29018902212011,291892212011,13,1
126786,G29018902212012,291892212012,8,1
126787,G29018902212013,291892212013,14,1
126788,G29018902212021,291892212021,51,3
126789,G29018902212022,291892212022,33,1
126790,G29018902212023,291892212023,19,1
126791,G29018902212024,291892212024,20,1
126792,G29018902213321,291892213321,47,2
126793,G29018902213322,291892213322,47,2
126794,G29018902213351,291892213351,46,2
126795,G29018902213352,291892213352,44,2
126796,G29018902213353,291892213353,40,2
126797,G29018902213354,291892213354,45,2
126798,G29018902213361,291892213361,55,3
126799,G29018902213362,291892213362,64,4
126800,G29018902213371,291892213371,42,2
126801,G29018902213372,291892213372,40,2
126802,G29018902213381,291892213381,40,2
126803,G29018902213382,291892213382,43,2
126804,G29018902213391,291892213391,49,3
126805,G29018902213392,291892213392,39,2
126806,G29018902214211,291892214211,38,2
126807,G29018902214212,291892214212,44,2
126808,G29018902214213,291892214213,24,1
126809,G29018902214214,291892214214,35,1
126810,G29018902214215,291892214215,10,1
126811,G29018902214231,291892214231,40,2
126812,G29018902214232,291892214232,32,1
126813,G29018902214233,291892214233,55,3
126814,G29018902214241,291892214241,51,3
126815,G29018902214242,291892214242,28,1
126816,G29018902214243,291892214243,38,2
126817,G29018902214251,291892214251,45,2
126818,G29018902214252,291892214252,43,2
126819,G29018902214253,291892214253,27,1
126820,G29018902214261,291892214261,55,3
126821,G29018902214262,291892214262,48,3
126822,G29018902215021,291892215021,27,1
126823,G29018902215022,291892215022,23,1
126824,G29018902215023,291892215023,37,2
126825,G29018902215024,291892215024,36,2
126826,G29018902215031,291892215031,32,1
126827,G29018902215032,291892215032,48,3
126828,G29018902215033,291892215033,23,1
126829,G29018902215061,291892215061,26,1
126830,G29018902215062,291892215062,28,1
126831,G29018902215063,291892215063,25,1
126832,G29018902216211,291892216211,13,1
126833,G29018902216212,291892216212,14,1
126834,G29018902216213,291892216213,15,1
126835,G29018902216241,291892216241,34,1
126836,G29018902216242,291892216242,23,1
126837,G29018902216251,291892216251,38,2
126838,G29018902216252,291892216252,25,1
126839,G29018902216253,291892216253,33,1
126840,G29018902216254,291892216254,30,1
126841,G29018902216261,291892216261,21,1
126842,G29018902216262,291892216262,14,1
126843,G29018902216263,291892216263,7,1
126844,G29018902216271,291892216271,4,1
126845,G29018902216272,291892216272,6,1
126846,G29018902216273,291892216273,9,1
126847,G29018902216291,291892216291,16,1
126848,G29018902216292,291892216292,7,1
126849,G29018902216293,291892216293,7,1
126850,G29018902216294,291892216294,6,1
126851,G29018902216301,291892216301,34,1
126852,G29018902216302,291892216302,37,2
126853,G29018902216311,291892216311,19,1
126854,G29018902216312,291892216312,46,2
126855,G29018902216313,291892216313,18,1
126856,G29018902216314,291892216314,21,1
126857,G29018902218001,291892218001,98,10
126858,G29018902218002,291892218002,98,10
126859,G29018902218003,291892218003,98,10
126860,G29018902219001,291892219001,58,4
126861,G29018902219002,291892219002,47,2
126862,G29018902219003,291892219003,53,3
126863,G29018902219004,291892219004,32,1
126864,G29018902220001,291892220001,33,1
126865,G29018902220002,291892220002,29,1
126866,G29018902221001,291892221001,18,1
126867,G29018902221002,291892221002,16,1
126868,G29018902221003,291892221003,64,4
126869,G29018902221004,291892221004,22,1
126870,G29019500901001,291950901001,92,9
126871,G29019500901002,291950901002,98,10
126872,G29019500901003,291950901003,82,7
126873,G29019500901004,291950901004,100,10
126874,G29019500902001,291950902001,79,7
126875,G29019500902002,291950902002,76,6
126876,G29019500903001,291950903001,93,9
126877,G29019500903002,291950903002,87,8
126878,G29019500903003,291950903003,87,8
126879,G29019500904001,291950904001,81,7
126880,G29019500904002,291950904002,81,7
126881,G29019500904003,291950904003,91,9
126882,G29019500905001,291950905001,66,5
126883,G29019500905002,291950905002,68,5
126884,G29019500905003,291950905003,GQ,GQ
126885,G29019500906001,291950906001,85,8
126886,G29019500906002,291950906002,87,8
126887,G29019500906003,291950906003,89,9
126888,G29019500907001,291950907001,89,9
126889,G29019500907002,291950907002,77,7
126890,G29019500907003,291950907003,94,10
126891,G29019500908001,291950908001,68,5
126892,G29019500908002,291950908002,58,4
126893,G29019500908003,291950908003,78,7
126894,G29019704701001,291974701001,91,9
126895,G29019704701002,291974701002,90,9
126896,G29019704702001,291974702001,82,7
126897,G29019704702002,291974702002,79,7
126898,G29019704702003,291974702003,96,10
126899,G29019904801001,291994801001,70,5
126900,G29019904801002,291994801002,93,9
126901,G29019904801003,291994801003,64,4
126902,G29019904802001,291994802001,87,8
126903,G29019904802002,291994802002,89,9
126904,G29019904802003,291994802003,83,8
126905,G29020107801001,292017801001,81,7
126906,G29020107801002,292017801002,84,8
126907,G29020107801003,292017801003,83,8
126908,G29020107802001,292017802001,64,4
126909,G29020107802002,292017802002,88,8
126910,G29020107802003,292017802003,93,9
126911,G29020107803001,292017803001,89,9
126912,G29020107803002,292017803002,85,8
126913,G29020107804001,292017804001,95,10
126914,G29020107804002,292017804002,77,7
126915,G29020107804003,292017804003,60,4
126916,G29020107804004,292017804004,77,7
126917,G29020107806001,292017806001,96,10
126918,G29020107806002,292017806002,87,8
126919,G29020107806003,292017806003,94,10
126920,G29020107806004,292017806004,86,8
126921,G29020107807001,292017807001,70,5
126922,G29020107807002,292017807002,100,10
126923,G29020107807003,292017807003,95,10
126924,G29020107810001,292017810001,83,8
126925,G29020107810002,292017810002,88,8
126926,G29020107810003,292017810003,53,3
126927,G29020107811001,292017811001,79,7
126928,G29020107811002,292017811002,59,4
126929,G29020107811003,292017811003,56,3
126930,G29020107812011,292017812011,98,10
126931,G29020107812012,292017812012,99,10
126932,G29020107812013,292017812013,96,10
126933,G29020107812014,292017812014,96,10
126934,G29020107812021,292017812021,76,6
126935,G29020107812022,292017812022,78,7
126936,G29020107812023,292017812023,82,7
126937,G29020107812024,292017812024,79,7
126938,G29020107813001,292017813001,51,3
126939,G29020107813002,292017813002,53,3
126940,G29020107813003,292017813003,65,5
126941,G29020304701001,292034701001,76,6
126942,G29020304701002,292034701002,73,6
126943,G29020304701003,292034701003,71,5
126944,G29020304701004,292034701004,81,7
126945,G29020304702001,292034702001,83,8
126946,G29020304702002,292034702002,90,9
126947,G29020304702003,292034702003,83,8
126948,G29020304702004,292034702004,92,9
126949,G29020504501001,292054501001,92,9
126950,G29020504501002,292054501002,95,10
126951,G29020504502001,292054502001,91,9
126952,G29020504502002,292054502002,93,9
126953,G29020504502003,292054502003,94,10
126954,G29020504503001,292054503001,93,9
126955,G29020504503002,292054503002,95,10
126956,G29020704701001,292074701001,98,10
126957,G29020704701002,292074701002,81,7
126958,G29020704701003,292074701003,87,8
126959,G29020704701004,292074701004,87,8
126960,G29020704702001,292074702001,84,8
126961,G29020704702002,292074702002,78,7
126962,G29020704702003,292074702003,94,10
126963,G29020704702004,292074702004,85,8
126964,G29020704703001,292074703001,96,10
126965,G29020704703002,292074703002,90,9
126966,G29020704703003,292074703003,61,4
126967,G29020704703004,292074703004,73,6
126968,G29020704704001,292074704001,95,10
126969,G29020704704002,292074704002,87,8
126970,G29020704704003,292074704003,85,8
126971,G29020704705001,292074705001,85,8
126972,G29020704705002,292074705002,90,9
126973,G29020704705003,292074705003,94,10
126974,G29020704706001,292074706001,76,6
126975,G29020704706002,292074706002,80,7
126976,G29020704706003,292074706003,89,9
126977,G29020704706004,292074706004,81,7
126978,G29020704707001,292074707001,85,8
126979,G29020704707002,292074707002,96,10
126980,G29020704707003,292074707003,90,9
126981,G29020704708001,292074708001,67,5
126982,G29020704708002,292074708002,64,4
126983,G29020900901011,292090901011,63,4
126984,G29020900901012,292090901012,69,5
126985,G29020900901021,292090901021,75,6
126986,G29020900901022,292090901022,44,2
126987,G29020900901023,292090901023,61,4
126988,G29020900901024,292090901024,86,8
126989,G29020900902011,292090902011,66,5
126990,G29020900902012,292090902012,54,3
126991,G29020900902021,292090902021,63,4
126992,G29020900902022,292090902022,61,4
126993,G29020900902023,292090902023,62,4
126994,G29020900904011,292090904011,58,4
126995,G29020900904012,292090904012,57,4
126996,G29020900904013,292090904013,60,4
126997,G29020900904021,292090904021,83,8
126998,G29020900904022,292090904022,54,3
126999,G29020900904023,292090904023,85,8
127000,G29020900905011,292090905011,72,6
127001,G29020900905012,292090905012,62,4
127002,G29020900905021,292090905021,53,3
127003,G29020900905022,292090905022,71,5
127004,G29020900905023,292090905023,54,3
127005,G29020900905024,292090905024,60,4
127006,G29020900906031,292090906031,55,3
127007,G29020900906032,292090906032,54,3
127008,G29020900906041,292090906041,45,2
127009,G29020900906042,292090906042,63,4
127010,G29020900906043,292090906043,40,2
127011,G29020900906051,292090906051,87,8
127012,G29020900906052,292090906052,58,4
127013,G29020900906053,292090906053,60,4
127014,G29020900906061,292090906061,58,4
127015,G29020900906062,292090906062,78,7
127016,G29021104801001,292114801001,87,8
127017,G29021104801002,292114801002,89,9
127018,G29021104801003,292114801003,93,9
127019,G29021104802001,292114802001,90,9
127020,G29021104802002,292114802002,84,8
127021,G29021104803001,292114803001,83,8
127022,G29021104803002,292114803002,94,10
127023,G29021104803003,292114803003,89,9
127024,G29021304801061,292134801061,69,5
127025,G29021304801062,292134801062,36,2
127026,G29021304801071,292134801071,73,6
127027,G29021304801072,292134801072,69,5
127028,G29021304801081,292134801081,84,8
127029,G29021304801082,292134801082,84,8
127030,G29021304801083,292134801083,85,8
127031,G29021304801091,292134801091,68,5
127032,G29021304801092,292134801092,62,4
127033,G29021304802031,292134802031,87,8
127034,G29021304802032,292134802032,93,9
127035,G29021304802033,292134802033,89,9
127036,G29021304802041,292134802041,45,2
127037,G29021304802042,292134802042,41,2
127038,G29021304802051,292134802051,80,7
127039,G29021304802052,292134802052,69,5
127040,G29021304802061,292134802061,48,3
127041,G29021304802062,292134802062,53,3
127042,G29021304802071,292134802071,64,4
127043,G29021304802072,292134802072,65,5
